Prozessschritt,Hersteller,Beschreibung,Leistung,Einheit,Durchsatzleistung,Einheit2,Emissionen,Einheit3,Strommix Deutschland,Einheit42,Andere Betriebsmittel,Über-Kategorie,Unter-Kategorie,Kunststoffe,Kommentare,Quellen,,,
Thermischer Trockner,HERBOLD,TNT 250,15,kW,800,kg/h,0.0068625,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,thermischer Trockner,LDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/48-Thermischer-Trockner/Herbold-Meckesheim-Infoblatt-Thermischer-Trockner_DE.pdf,,,
Thermischer Trockner,HERBOLD,TNT 250,15,kW,2000,kg/h,0.002745,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,thermischer Trockner,"HDPE, PET",,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/48-Thermischer-Trockner/Herbold-Meckesheim-Infoblatt-Thermischer-Trockner_DE.pdf,,,
Thermischer Trockner,HERBOLD,TNT 500,37,kW,1500,kg/h,0.009028,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,thermischer Trockner,LDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/48-Thermischer-Trockner/Herbold-Meckesheim-Infoblatt-Thermischer-Trockner_DE.pdf,,,
Thermischer Trockner,HERBOLD,TNT 500,37,kW,4000,kg/h,0.0033855,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,thermischer Trockner,"HDPE, PET",,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/48-Thermischer-Trockner/Herbold-Meckesheim-Infoblatt-Thermischer-Trockner_DE.pdf,,,
Thermischer Trockner,HERBOLD,TNT 1000,37,kW,1800,kg/h,0.007523333333,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,thermischer Trockner,LDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/48-Thermischer-Trockner/Herbold-Meckesheim-Infoblatt-Thermischer-Trockner_DE.pdf,,,
Thermischer Trockner,HERBOLD,TNT 1000,37,kW,5000,kg/h,0.0027084,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,thermischer Trockner,HDPE,,https://www.herbold.com/wp-content/uploads/pdf/datenblaetter-2019/48-Thermischer-Trockner/Herbold-Meckesheim-Infoblatt-Thermischer-Trockner_DE.pdf,,,
Vertikaler Trockner,HERBOLD,HVT 50/100,22,kW,1000,kg/h,0.008052,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,Hartkunststoffe,,https://www.herbold.com/wp-content/uploads/pdf/information/60_information-de.pdf,,,
Vertikaler Trockner,HERBOLD,HVT 50/100,22,kW,1200,kg/h,0.00671,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,PET Flakes,,https://www.herbold.com/wp-content/uploads/pdf/information/60_information-de.pdf,,,
Vertikaler Trockner,HERBOLD,HVT 90/150,45,kW,3000,kg/h,0.00549,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,Hartkunststoffe,,https://www.herbold.com/wp-content/uploads/pdf/information/60_information-de.pdf,,,
Vertikaler Trockner,HERBOLD,HVT 90/150,45,kW,3500,kg/h,0.004705714286,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,PET Flakes,,https://www.herbold.com/wp-content/uploads/pdf/information/60_information-de.pdf,,,
Vertikaler Trockner,HERBOLD,HVT 120/230,90,kW,5000,kg/h,0.006588,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,Hartkunststoffe,,https://www.herbold.com/wp-content/uploads/pdf/information/60_information-de.pdf,,,
Vertikaler Trockner,HERBOLD,HVT 120/230,90,kW,5000,kg/h,0.006588,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,PET Flakes,,https://www.herbold.com/wp-content/uploads/pdf/information/60_information-de.pdf,,,
Vertikaler Trockner,HERBOLD,HVT 120/360,110,kW,8000,kg/h,0.0050325,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,Hartkunststoffe,,https://www.herbold.com/wp-content/uploads/pdf/information/60_information-de.pdf,,,
Vertikaler Trockner,HERBOLD,HVT 120/360,110,kW,8000,kg/h,0.0050325,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,PET Flakes,,https://www.herbold.com/wp-content/uploads/pdf/information/60_information-de.pdf,,,
Stufentrockner,NEUE HERBOLD,T 9/5,19.05,kW,500,kg/h,0.0139446,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,,,https://neue-herbold.com/wp-content/uploads/2015/01/T_Stufentrockner.pdf,,,
Stufentrockner,NEUE HERBOLD,T 12/5,32.95,kW,1200,kg/h,0.01004975,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,,,https://neue-herbold.com/wp-content/uploads/2015/01/T_Stufentrockner.pdf,,,
Stufentrockner,NEUE HERBOLD,T 15/5,39.95,kW,2200,kg/h,0.006646227273,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,,,https://neue-herbold.com/wp-content/uploads/2015/01/T_Stufentrockner.pdf,,,
Verdichtungsanlage/Presse,HUSMANN,MP 1300,7.5,kW,11770,kg/h,0.000233220051,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,Presse,,,https://www.amis.de/maschine/verdichtungsanlage-presse-typ-mp-1300/,,,
Verdichtungsanlage/Presse,HUSMANN,MP 1600,11,kW,15400,kg/h,0.0002614285714,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,Presse,,,https://www.amis.de/maschine/husmann-verdichtungsanlage-presse-typ-mp-1600/,,,
Entwässerungsschnecke,HERBOLD,EPS 75,55,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,Presse,,!Durchsatzleistung fehlt!,https://www.herbold.com/wp-content/uploads/pdf/information/53_information-de.pdf,,,
"Schneckenpresse für Kunststofffolien, Quetsch- und Verdichtungsanlage",ASG,JG-500,91.85,kW,550,kg/h,0.061122,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,Presse,,,https://www.plasticrecyclingmachine.net/plastic-film-screw-press-squeezer-densifier-system/,,,
"Schneckenpresse für Kunststofffolien, Quetsch- und Verdichtungsanlage",ASG,JG-1000,161.85,kW,750,kg/h,0.0789828,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,Presse,,,https://www.plasticrecyclingmachine.net/plastic-film-screw-press-squeezer-densifier-system/,,,
Schneckenpresse Entwässerungsanlage,ASG,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,Presse,,,https://www.plasticrecyclingmachine.net/screw-press-dewatering-machine/,,,
Zentrifugaltrockner Entwässerungsmaschine,ASG,HXJ400,37,kW,600,kg/h,0.02257,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,,,https://www.plasticrecyclingmachine.net/centrifugal-dryer-dewatering-machine/,,,
Zentrifugaltrockner Entwässerungsmaschine,ASG,HXJ550,45,kW,800,kg/h,0.0205875,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,,,https://www.plasticrecyclingmachine.net/centrifugal-dryer-dewatering-machine/,,,
Zentrifugaltrockner Entwässerungsmaschine,ASG,HXJ750,55,kW,1600,kg/h,0.01258125,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,mechanischer Trockner /  Zentrifugaltrockner,,,https://www.plasticrecyclingmachine.net/centrifugal-dryer-dewatering-machine/,,,
Vakuumtrockner für das Recycling von PET,ASG,APZ-500,2.2,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,Vakuumtrockner,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/vacuum-dryer-for-pet-recycling/,,,
Vakuumtrockner für das Recycling von PET,ASG,APZ-1000,4,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,Vakuumtrockner,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/vacuum-dryer-for-pet-recycling/,,,
Vakuumtrockner für das Recycling von PET,ASG,APZ-1500,4,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,Vakuumtrockner,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/vacuum-dryer-for-pet-recycling/,,,
Vakuumtrockner für das Recycling von PET,ASG,APZ-2000,5,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,Trocknen,Vakuumtrockner,,!Durchsatzleistung fehlt!,https://www.plasticrecyclingmachine.net/vacuum-dryer-for-pet-recycling/,,,
Plastkompaktor,HERBOLD,HV,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,"Agglomerieren, Verdichten",Agglomerator,,!Keine klare Zuordnung!,https://www.herbold.com/wp-content/uploads/pdf/brochures/herbold-hv-de.pdf,,,
Plast-Agglomerator,PALLMANN,PFV,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,"Agglomerieren, Verdichten",Agglomerator,,!Keine klare Zuordnung!,https://www.pallmann.eu/fileadmin/user_upload/K_650_DE_Agglomerieren.pdf,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
,,,,kW,,kg/h,#DIV/0!,kg CO2eq pro kg,0.366,kg CO2eq pro kWh,,,,,,,,,
